reviewSorter	reviewCode	comparisonNo	outcomeNo	subGroupNo	subGroupNo_old	study	year	n1	N1	n2	N2	sorter	method	_merge	methods_string
628	cd001415	1	2	0	0	Anhut 1994	1994	11	163	9	109	5605	1	3	peto OR
628	cd001415	1	2	0	0	US Gabapentin 1993	1993	12	208	2	98	5605	1	3	peto OR
628	cd001415	1	2	0	0	Appleton 1999	1999	21	119	28	128	5605	1	3	peto OR
628	cd001415	1	3	1	1	Anhut 1994	1994	13	163	3	109	5606	1	3	peto OR
628	cd001415	1	3	1	1	US Gabapentin 1993	1993	42	208	11	98	5606	1	3	peto OR
628	cd001415	1	3	2	2	Sivenius  1991	1991	2	27	1	18	5607	1	3	peto OR
628	cd001415	1	3	2	2	Appleton 1999	1999	3	119	2	128	5607	1	3	peto OR
628	cd001415	1	3	2	2	UK Gabapentin 1990	1990	4	61	3	66	5607	1	3	peto OR
628	cd001415	1	3	2	2	Anhut 1994	1994	30	163	9	109	5607	1	3	peto OR
628	cd001415	1	3	2	2	US Gabapentin 1993	1993	48	208	9	98	5607	1	3	peto OR
628	cd001415	1	3	3	3	Appleton 1999	1999	4	119	2	128	5608	1	3	peto OR
628	cd001415	1	3	3	3	UK Gabapentin 1990	1990	8	61	0	66	5608	1	3	peto OR
628	cd001415	1	3	3	3	Anhut 1994	1994	16	163	5	109	5608	1	3	peto OR
628	cd001415	1	3	3	3	US Gabapentin 1993	1993	24	208	7	98	5608	1	3	peto OR
628	cd001415	1	3	4	4	UK Gabapentin 1990	1990	0	61	6	66	5609	1	3	peto OR
628	cd001415	1	3	4	4	Sivenius  1991	1991	1	27	2	18	5609	1	3	peto OR
628	cd001415	1	3	4	4	Anhut 1994	1994	5	163	8	109	5609	1	3	peto OR
628	cd001415	1	3	4	4	Appleton 1999	1999	6	119	8	128	5609	1	3	peto OR
628	cd001415	1	3	4	4	US Gabapentin 1993	1993	30	208	12	98	5609	1	3	peto OR
628	cd001415	1	3	5	5	Anhut 1994	1994	9	163	10	109	5610	1	3	peto OR
628	cd001415	1	3	5	5	Appleton 1999	1999	10	119	9	128	5610	1	3	peto OR
628	cd001415	1	3	5	5	US Gabapentin 1993	1993	18	208	9	98	5610	1	3	peto OR
628	cd001415	1	3	6	6	Sivenius  1991	1991	6	27	2	18	5611	1	3	peto OR
628	cd001415	1	3	6	6	UK Gabapentin 1990	1990	9	61	3	66	5611	1	3	peto OR
628	cd001415	1	3	6	6	Appleton 1999	1999	10	119	6	128	5611	1	3	peto OR
628	cd001415	1	3	6	6	Anhut 1994	1994	31	163	13	109	5611	1	3	peto OR
628	cd001415	1	3	6	6	US Gabapentin 1993	1993	51	208	12	98	5611	1	3	peto OR
629	cd001416	1	1	0	0	Schmidt 1993	1993	17	73	9	71	5612	1	3	peto OR
629	cd001416	1	1	0	0	Wilder 1986	1986	17	78	9	74	5612	1	3	peto OR
629	cd001416	1	1	0	0	Faught 2001	2001	46	118	19	85	5612	1	3	peto OR
629	cd001416	1	2	0	0	Wilder 1986	1986	17	78	8	74	5613	1	3	peto OR
629	cd001416	1	2	0	0	Schmidt 1993	1993	19	73	9	71	5613	1	3	peto OR
629	cd001416	1	2	0	0	Faught 2001	2001	36	118	8	85	5613	1	3	peto OR
629	cd001416	1	3	0	0	Schmidt 1993	1993	25	73	9	71	5614	1	3	peto OR
629	cd001416	1	3	0	0	Wilder 1986	1986	29	78	9	74	5614	1	3	peto OR
629	cd001416	1	3	0	0	Faught 2001	2001	69	118	19	85	5614	1	3	peto OR
629	cd001416	1	4	0	0	Schmidt 1993	1993	17	73	11	71	5615	1	3	peto OR
629	cd001416	1	4	0	0	Wilder 1986	1986	17	78	17	74	5615	1	3	peto OR
629	cd001416	1	4	0	0	Faught 2001	2001	46	118	31	85	5615	1	3	peto OR
629	cd001416	1	6	0	0	Schmidt 1993	1993	7	73	2	71	5616	1	3	peto OR
629	cd001416	1	6	0	0	Wilder 1986	1986	14	78	7	74	5616	1	3	peto OR
629	cd001416	1	6	0	0	Faught 2001	2001	23	118	13	85	5616	1	3	peto OR
629	cd001416	1	7	1	1	Schmidt 1993	1993	2	73	0	71	5617	1	3	peto OR
629	cd001416	1	7	1	1	Faught 2001	2001	5	118	2	85	5617	1	3	peto OR
629	cd001416	1	7	1	1	Wilder 1986	1986	11	78	1	74	5617	1	3	peto OR
629	cd001416	1	7	2	2	Schmidt 1993	1993	11	73	3	71	5618	1	3	peto OR
629	cd001416	1	7	2	2	Wilder 1986	1986	17	78	10	74	5618	1	3	peto OR
629	cd001416	1	7	2	2	Faught 2001	2001	20	118	10	85	5618	1	3	peto OR
629	cd001416	1	7	3	3	Schmidt 1993	1993	3	73	1	71	5619	1	3	peto OR
629	cd001416	1	7	3	3	Wilder 1986	1986	12	78	6	74	5619	1	3	peto OR
629	cd001416	1	7	3	3	Faught 2001	2001	12	118	8	85	5619	1	3	peto OR
629	cd001416	1	7	4	4	Faught 2001	2001	10	118	11	85	5620	1	3	peto OR
629	cd001416	1	7	4	4	Wilder 1986	1986	12	78	3	74	5620	1	3	peto OR
629	cd001416	1	7	4	4	Schmidt 1993	1993	13	73	9	71	5620	1	3	peto OR
629	cd001416	1	7	5	5	Schmidt 1993	1993	10	73	7	71	5621	1	3	peto OR
629	cd001416	1	7	5	5	Faught 2001	2001	17	118	10	85	5621	1	3	peto OR
629	cd001416	1	7	5	5	Wilder 1986	1986	28	78	8	74	5621	1	3	peto OR
629	cd001416	1	7	6	6	Schmidt 1993	1993	6	73	3	71	5622	1	3	peto OR
629	cd001416	1	7	6	6	Faught 2001	2001	7	118	5	85	5622	1	3	peto OR
629	cd001416	1	7	6	6	Wilder 1986	1986	17	78	3	74	5622	1	3	peto OR
629	cd001416	1	7	7	7	Schmidt 1993	1993	6	73	1	71	5623	1	3	peto OR
629	cd001416	1	7	7	7	Wilder 1986	1986	17	78	3	74	5623	1	3	peto OR
629	cd001416	1	7	7	7	Faught 2001	2001	17	118	7	85	5623	1	3	peto OR
630	cd001417	1	1	0	0	Sharief 1996	1996	8	23	2	24	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Yen 2000	2000	11	23	3	23	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Ben-Menachem 1996	1996	12	28	0	28	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Tassinari 1996	1996	14	30	3	30	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Elterman 1999	1999	16	41	9	45	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Korean 1999	1999	45	89	11	85	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Faught 1996	1996	54	136	8	45	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Privitera 1996	1996	58	143	4	47	5624	4	3	RR Fixed (MH)
630	cd001417	1	1	0	0	Rosenfeld 1996	1996	86	167	8	42	5624	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Elterman 1999	1999	0	41	2	45	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Yen 2000	2000	3	23	2	23	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Tassinari 1996	1996	5	30	2	30	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Sharief 1996	1996	6	23	2	24	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Ben-Menachem 1996	1996	6	28	1	28	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Korean 1999	1999	15	89	9	85	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Faught 1996	1996	16	136	5	45	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Privitera 1996	1996	33	143	3	47	5625	4	3	RR Fixed (MH)
630	cd001417	1	2	0	0	Rosenfeld 1996	1996	33	167	3	42	5625	4	3	RR Fixed (MH)
630	cd001417	1	3	1	1	Sharief 1996	1996	2	23	2	24	5626	4	3	RR Fixed (MH)
630	cd001417	1	3	1	1	Tassinari 1996	1996	2	30	1	30	5626	4	3	RR Fixed (MH)
630	cd001417	1	3	1	1	Ben-Menachem 1996	1996	3	28	1	28	5626	4	3	RR Fixed (MH)
630	cd001417	1	3	1	1	Korean 1999	1999	7	89	2	86	5626	4	3	RR Fixed (MH)
630	cd001417	1	3	1	1	Rosenfeld 1996	1996	18	167	3	42	5626	4	3	RR Fixed (MH)
630	cd001417	1	3	1	1	Privitera 1996	1996	25	143	6	47	5626	4	3	RR Fixed (MH)
630	cd001417	1	3	1	1	Faught 1996	1996	34	136	4	45	5626	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Sharief 1996	1996	1	23	1	24	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Yen 2000	2000	4	23	2	23	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Ben-Menachem 1996	1996	6	28	1	28	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Tassinari 1996	1996	7	30	3	30	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Korean 1999	1999	18	89	18	85	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Faught 1996	1996	47	136	13	45	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Privitera 1996	1996	51	143	7	47	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	2	2	Rosenfeld 1996	1996	53	167	8	42	5627	4	3	RR Fixed (MH)
630	cd001417	1	3	3	3	Tassinari 1996	1996	4	30	2	30	5628	4	3	RR Fixed (MH)
630	cd001417	1	3	3	3	Sharief 1996	1996	5	23	4	24	5628	4	3	RR Fixed (MH)
630	cd001417	1	3	3	3	Elterman 1999	1999	15	41	7	45	5628	4	3	RR Fixed (MH)
630	cd001417	1	3	3	3	Faught 1996	1996	17	136	5	45	5628	4	3	RR Fixed (MH)
630	cd001417	1	3	3	3	Ben-Menachem 1996	1996	22	28	10	28	5628	4	3	RR Fixed (MH)
630	cd001417	1	3	3	3	Privitera 1996	1996	40	143	4	47	5628	4	3	RR Fixed (MH)
630	cd001417	1	3	3	3	Rosenfeld 1996	1996	47	167	4	42	5628	4	3	RR Fixed (MH)
630	cd001417	1	3	4	4	Yen 2000	2000	1	23	0	23	5629	4	3	RR Fixed (MH)
630	cd001417	1	3	4	4	Ben-Menachem 1996	1996	2	28	0	28	5629	4	3	RR Fixed (MH)
630	cd001417	1	3	4	4	Tassinari 1996	1996	4	30	2	30	5629	4	3	RR Fixed (MH)
630	cd001417	1	3	4	4	Korean 1999	1999	15	89	7	85	5629	4	3	RR Fixed (MH)
630	cd001417	1	3	4	4	Privitera 1996	1996	21	143	3	47	5629	4	3	RR Fixed (MH)
630	cd001417	1	3	4	4	Rosenfeld 1996	1996	51	167	3	42	5629	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Yen 2000	2000	4	23	2	23	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Ben-Menachem 1996	1996	4	28	0	28	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Sharief 1996	1996	9	23	4	24	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Tassinari 1996	1996	9	30	4	30	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Elterman 1999	1999	12	41	13	45	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Korean 1999	1999	18	89	8	85	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Privitera 1996	1996	37	143	6	47	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Faught 1996	1996	39	136	4	45	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	5	5	Rosenfeld 1996	1996	51	167	3	42	5630	4	3	RR Fixed (MH)
630	cd001417	1	3	6	6	Elterman 1999	1999	12	41	2	45	5631	4	3	RR Fixed (MH)
630	cd001417	1	3	6	6	Faught 1996	1996	29	136	1	45	5631	4	3	RR Fixed (MH)
630	cd001417	1	3	6	6	Rosenfeld 1996	1996	48	167	3	42	5631	4	3	RR Fixed (MH)
630	cd001417	1	3	6	6	Privitera 1996	1996	49	143	3	47	5631	4	3	RR Fixed (MH)
631	cd001418	1	1	0	0	a NCOG5091	1975	24	24	20	24	5632	1	3	peto OR
631	cd001418	1	1	0	0	a MD Anderson 1974b	1974	28	33	88	95	5632	1	3	peto OR
631	cd001418	1	1	0	0	a Milan	1975	32	37	33	37	5632	1	3	peto OR
631	cd001418	1	1	0	0	a Zagreb	1979	33	34	32	35	5632	1	3	peto OR
631	cd001418	1	1	0	0	a/b Princess Margare	1978	40	40	39	43	5632	1	3	peto OR
631	cd001418	1	1	0	0	a MD Anderson 1974a	1974	41	50	21	25	5632	1	3	peto OR
631	cd001418	1	1	0	0	a/b/c MRC  1981	1981	46	57	51	59	5632	1	3	peto OR
631	cd001418	1	1	0	0	a Mayo Clinic 703015	1974	52	55	52	56	5632	1	3	peto OR
631	cd001418	1	1	0	0	a SCOCG  1979	1979	76	81	83	87	5632	1	3	peto OR
631	cd001418	1	1	0	0	a Copenhagan	1977	87	97	73	82	5632	1	3	peto OR
631	cd001418	1	1	0	0	a NCICCTC OV1	1973	116	125	118	129	5632	1	3	peto OR
631	cd001418	1	1	0	0	a MRC 1976	1976	148	173	145	171	5632	1	3	peto OR
631	cd001418	1	1	0	0	a ECOG E1172	1972	188	199	199	210	5632	1	3	peto OR
631	cd001418	1	1	0	0	a GOG22	1976	199	229	95	110	5632	1	3	peto OR
631	cd001418	1	1	0	0	a ECOG E2875	1975	233	245	78	86	5632	1	3	peto OR
631	cd001418	1	1	0	0	a GOG3	1971	237	288	101	130	5632	1	3	peto OR
631	cd001418	2	1	0	0	b COSA 1978	1978	14	18	18	20	5633	1	3	peto OR
631	cd001418	2	1	0	0	b/c OCSG 77-61-02	1977	19	21	21	21	5633	1	3	peto OR
631	cd001418	2	1	0	0	a/b Princess Margare	1978	37	40	40	43	5633	1	3	peto OR
631	cd001418	2	1	0	0	b Edinburgh	1981	40	42	38	38	5633	1	3	peto OR
631	cd001418	2	1	0	0	b Southampton	1979	42	45	43	44	5633	1	3	peto OR
631	cd001418	2	1	0	0	a/b/c MRC  1981	1981	44	51	44	49	5633	1	3	peto OR
631	cd001418	2	1	0	0	b/c Leo Laboratories	.a	49	81	52	76	5633	1	3	peto OR
631	cd001418	2	1	0	0	b MOCCSG 1980	1980	52	57	43	52	5633	1	3	peto OR
631	cd001418	2	1	0	0	b ECOG EST2878	1978	120	128	110	122	5633	1	3	peto OR
